review_text,product_price,product_category,seller_rating,delivery_days,product_age_months,num_previous_reviews_by_user,verified_purchase,return_initiated,helpful_votes,discount_pct,product_weight_kg,image_count,rating
After using this device for a while I find it acceptable. The device is great and surpassed my expectations. Highly recommend to everyone. I bought this device for my family and everyone finds it wonderful. The product is superb and delighted my expectations. The device is stellar and thrilled my expectations.,18.96,5,4.59,3,16,4,1,0,1,3.8,0.66,6,4
After using this appliance for a few weeks I can say it is outstanding. From the moment I opened the box I could tell this was incredible craftsmanship. The appliance is marvelous and pleased my expectations. I expected much better but this product is unusable at best.,45.11,4,4.96,6,1,3,0,0,1,33.3,1.33,2,5
Compared to similar items this accessory is top-notch in every way. The build quality is brilliant and the performance is outstanding. The build quality is amazing and the performance is impressive. The price seemed fair for what you get. Compared to similar items this purchase is marvelous in every way. My friend suggested this brand. This tool is premium quality and I would rate it as impressive. I have okay feelings about this tool after extended use. I found this through a sponsored ad.,5.0,4,3.8,1,59,4,1,0,2,48.8,2.07,4,4
The build quality is exceptional and the performance is top-notch. Customer service was stellar when I had a question about the appliance. Customer service was outstanding when I had a question about the accessory. Best purchase I have made this year. Best purchase I have made this year. I bought this as a gift.,41.72,0,4.79,5,51,4,1,0,1,46.4,0.59,3,5
The purchase arrived damaged and the overall experience was horrible. I spent good money on this gadget only to find it subpar. This fell apart after one use. I expected much better but this product is pathetic at best.,52.52,1,3.38,7,36,5,0,0,5,4.3,0.81,2,1
I bought this device for my family and everyone finds it excellent. The description matched what I received. Shipping was standard. I read several reviews before purchasing. After using this product for a few weeks I can say it is outstanding.,19.7,7,3.76,11,55,4,0,0,2,0.1,1.69,0,1
Broke within a week. After just a few days this appliance proved to be worthless. It works but has some drawbacks. The price seemed fair for what you get. This product is defective and I frustrated buying it. I would say this product is moderate overall.,65.28,5,3.11,4,54,4,0,1,1,13.7,0.41,4,2
This exceeded all my expectations. This is exactly what I needed. The build quality is top-notch and the performance is excellent. I found this through a sponsored ad. Five stars is not enough. Compared to similar items this tool is exceptional in every way. The device arrived damaged and the overall experience was worthless. I bought this item for my family and everyone finds it incredible.,25.88,3,4.69,1,55,3,0,0,4,34.9,0.34,1,4
I have been looking for something like this for a while. The price seemed fair for what you get. I bought this equipment for my family and everyone finds it superb. From the moment I opened the box I could tell this was top-notch craftsmanship. The equipment does what it claims but the experience is ordinary. After using this accessory for a few weeks I can say it is outstanding. The item does what it claims but the experience is ordinary. This exceeded all my expectations. The quality is fair and it functioned basic expectations.,96.77,5,4.13,2,52,0,1,0,1,22.0,0.77,7,4
The purchase is subpar and suffered me completely. The product is awful and ruined me completely. This tool is basic but nothing to write home about. The device is acceptable and fulfilled its purpose. This product is dreadful and I regretted buying it. For the price this device is moderate I suppose. It works but has some drawbacks.,43.73,2,4.67,3,21,2,1,1,0,15.8,2.87,6,2
I have okay feelings about this equipment after extended use. This product is dreadful and I suffered buying it. The material feels horrible and the construction is shoddy. The material feels shoddy and the construction is flimsy. Compared to the description this item is cheap and misleading.,152.8,4,2.54,10,18,4,0,0,1,39.2,1.93,3,1
The build quality is perfect and the performance is outstanding. Shipping was standard. I found this appliance to be broken and the quality is poor. I have been looking for something like this for a while.,72.26,7,4.35,5,54,3,1,0,2,44.0,0.59,6,5
I bought this gadget for my family and everyone finds it exceptional. I am truly incredible with this product and it has satisfied all my needs. I am truly amazing with this item and it has surpassed all my needs. From the moment I opened the box I could tell this was great craftsmanship.,59.96,0,4.28,2,32,4,1,1,1,1.9,3.83,4,5
The seller never responded to my messages which was infuriating. Customer service was nonexistent when I needed help. My family loves it too. After using this gadget for a few weeks I can say it is great. It arrived three weeks late and I missed the occasion I bought it for.,54.37,6,3.49,8,50,3,1,0,3,17.2,0.9,5,1
I bought this as a gift. The equipment is okay and functioned its purpose. The seller responded quickly to my questions. The equipment is shoddy and frustrated me completely. The build quality is amazing and the performance is great.,49.44,7,3.73,4,54,4,0,0,1,37.4,1.01,4,3
I bought this as a gift. I read several reviews before purchasing. For the price this device is okay I suppose. Best purchase I have made this year.,39.12,1,3.76,1,6,2,0,0,2,30.0,0.52,6,4
I found this product to be defective and the quality is dreadful. Save your money and avoid this. For the price this equipment is adequate I suppose. I spent good money on this device only to find it atrocious.,53.29,7,3.7,9,57,4,1,0,0,41.0,1.51,4,1
I found this through a sponsored ad. My friend suggested this brand. Compared to similar items this device is perfect in every way. Customer service was superb when I had a question about the purchase.,14.76,3,2.72,3,12,3,1,0,1,12.3,4.19,7,4
