budget_millions,runtime_minutes,genre_primary,sequel_number,director_avg_gross,lead_actor_avg_gross,studio_tier,release_month,is_holiday_release,mpaa_rating,num_theaters_opening,marketing_spend_millions,critic_score_pre_release,social_media_buzz_index,plot_summary,worldwide_gross_millions
7.6,90,4,1,17.9,11.8,2,2,0,3,1972,3.0,24,35.4,The saga continues as Explorers stumble upon a parallel dimension where the laws of physics differ. A scientist races to prevent a catastrophic experiment from unraveling reality. An intimate character study unfolds at a contemplative and deliberate pace. The avant-garde visual style creates a meditative atmosphere throughout. A space station crew faces a mysterious threat that picks them off one by one. A scientist races to prevent a catastrophic experiment from unraveling reality. A crew aboard a deep-space vessel encounters an alien signal that defies explanation.,13.6
37.6,125,0,0,11.0,34.4,1,4,0,3,3013,28.6,53,17.2,A squad of fighters defends a besieged city against overwhelming forces. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A sweeping score accompanies the visually stunning world-building. A squad of fighters defends a besieged city against overwhelming forces. A sweeping score accompanies the visually stunning world-building. Massive action sequences and explosive confrontations define this blockbuster spectacle. A battle-hardened warrior leads a desperate mission into enemy territory.,64.3
22.4,150,2,0,17.4,67.5,1,12,1,3,1864,10.8,77,32.0,A raw and unflinching look at ordinary life in extraordinary circumstances. An intimate character study unfolds at a contemplative and deliberate pace. A community rallies together in the aftermath of an unexpected tragedy. Understated performances convey deep emotion through restraint and silence. A survivor returns to a small town to face the trauma of the past.,23.3
22.7,122,0,0,15.3,46.9,0,11,1,3,2617,15.2,59,38.3,"Breathtaking visual effects and thrilling set pieces drive the narrative forward. A rogue operative pursues a weapons dealer across three continents. Breathtaking visual effects and thrilling set pieces drive the narrative forward. The stakes are enormous, and the payoff is nothing short of spectacular. A rogue operative pursues a weapons dealer across three continents. A sweeping score accompanies the visually stunning world-building. Explosive combat sequences unfold across a post-apocalyptic wasteland.",49.0
26.9,94,3,0,61.9,81.7,1,10,0,1,1116,17.9,63,7.9,"Residents of a quiet suburb realize their neighbors are not what they seem. An investigator probing mysterious disappearances becomes the next target. A student conducting research in a remote cabin awakens something underground. A haunted artifact passes between victims, each confronting their deepest fears. Compelling performances anchor this entertaining and accessible film. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. A haunted artifact passes between victims, each confronting their deepest fears. An investigator probing mysterious disappearances becomes the next target.",36.8
21.9,129,6,2,163.7,39.9,0,6,1,1,2006,8.0,64,107.7,"The franchise returns as The stakes are enormous, and the payoff is nothing short of spectacular. Massive action sequences and explosive confrontations define this blockbuster spectacle. The story builds to a spectacular climax of epic proportions. The stakes are enormous, and the payoff is nothing short of spectacular. A cyber operative races against time to stop an imminent attack on infrastructure. The globe-spanning adventure takes audiences on a monumental journey. A cyber operative races against time to stop an imminent attack on infrastructure. A sweeping score accompanies the visually stunning world-building.",62.0
49.0,135,0,0,10.2,85.7,1,1,0,2,1737,35.3,74,27.7,A former soldier is pulled back into action when an old enemy resurfaces. Compelling performances anchor this entertaining and accessible film. The engaging story balances humor and heart with well-crafted pacing. A squad of fighters defends a besieged city against overwhelming forces. Compelling performances anchor this entertaining and accessible film. The film delivers an enjoyable blend of tension and emotional resonance. A rogue operative pursues a weapons dealer across three continents. A squad of fighters defends a besieged city against overwhelming forces. The hero must fight through waves of adversaries to reach the stronghold. The engaging story balances humor and heart with well-crafted pacing.,46.2
47.5,101,3,0,92.5,6.8,1,4,0,3,2343,37.1,66,14.9,Compelling performances anchor this entertaining and accessible film. A group of college students discovers an ancient evil beneath an abandoned asylum. Compelling performances anchor this entertaining and accessible film. The engaging story balances humor and heart with well-crafted pacing. A couple on a secluded vacation discovers they are being watched. Strong character development elevates the story above familiar territory. An investigator probing mysterious disappearances becomes the next target. The film delivers an enjoyable blend of tension and emotional resonance. An investigator probing mysterious disappearances becomes the next target. A group of college students discovers an ancient evil beneath an abandoned asylum.,42.9
4.1,97,2,0,14.3,38.6,1,1,0,0,2222,1.3,75,23.3,"An intimate character study unfolds at a contemplative and deliberate pace. A couple grapples with a devastating diagnosis that changes everything. An intimate character study unfolds at a contemplative and deliberate pace. A family confronts long-buried secrets that threaten to tear them apart. The quiet, introspective approach emphasizes mood over spectacle. An intimate character study unfolds at a contemplative and deliberate pace. A raw and unflinching look at ordinary life in extraordinary circumstances. The experimental narrative challenges conventional storytelling in subtle ways. The quiet, introspective approach emphasizes mood over spectacle. An immigrant family navigates the challenges of building a new life.",11.3
43.3,114,2,0,144.1,130.0,1,7,1,2,3242,15.1,77,40.4,Strong character development elevates the story above familiar territory. An artist must choose between personal ambition and the people who depend on her. The film delivers an enjoyable blend of tension and emotional resonance. An immigrant family navigates the challenges of building a new life. Strong character development elevates the story above familiar territory. Intriguing twists keep the audience invested from beginning to end.,38.6
